extension,mime_type,magic_bytes,offset,has_wildcard,signature_index,description,group,execution_risk
,application/octet-stream,52 4B 4D 43 32 31 30,0,FALSE,1,Vormetric Encryption DPM Version 2.1 Header,other,none
mny,application/octet-stream,00 01 00 00 4D 53 49 53 41 4D 20 44 61 74 61 62 61 73 65,0,FALSE,1,Microsoft Money file,other,none
accdb,application/octet-stream,00 01 00 00 53 74 61 6E 64 61 72 64 20 41 43 45 20 44 42,0,FALSE,1,Microsoft Access 2007 Database,other,none
mdb,application/octet-stream,00 01 00 00 53 74 61 6E 64 61 72 64 20 4A 65 74 20 44 42,0,FALSE,1,Microsoft Access Database,other,none
drw,application/octet-stream,01 FF 02 04 03 02,0,FALSE,1,Micrografx vector graphic file,other,none
dss,application/octet-stream,02 64 73 73,0,FALSE,1,"Digital Speech Standard (Olympus, Grundig, & Phillips) v2",other,none
dss,application/octet-stream,03 64 73 73,0,FALSE,2,"Digital Speech Standard (Olympus, Grundig, & Phillips) v2",other,none
adx,application/octet-stream,03 00 00 00 41 50 50 52,0,FALSE,1,Approach index file,other,none
indd,application/octet-stream,06 06 ED F5 D8 1D 46 E5 BD 31 EF E7 FE 74 B7 1D,0,FALSE,1,Adobe InDesign document,other,none
mxf,application/octet-stream,06 0E 2B 34 02 05 01 01 0D 01 02 01 01 02,65535,FALSE,1,Material Exchange Format file,other,none
skf,application/octet-stream,07 53 4B 46,0,FALSE,1,SkinCrafter skin file,other,none
dtd,application/octet-stream,07 64 74 32 64 64 74 64,0,FALSE,1,DesignTools 2D Design file,other,none
wallet,application/octet-stream,0A 16 6F 72 67 2E 62 69 74 63 6F 69 6E 2E 70 72,0,FALSE,1,MultiBit Bitcoin wallet file,other,none
nri,application/octet-stream,0E 4E 65 72 6F 49 53 4F,0,FALSE,1,Nero CD Compilation,other,none
wks,application/octet-stream,0E 57 4B 53,0,FALSE,1,DeskMate Worksheet,other,none
sib,application/octet-stream,0F 53 49 42 45 4C 49 55 53,0,FALSE,1,Sibelius Music - Score file,other,none
dsp,application/octet-stream,23 20 4D 69 63 72 6F 73 6F 66 74 20 44 65 76 65 6C 6F 70 65 72 20 53 74 75 64 69 6F,0,FALSE,1,Microsoft Developer Studio project file,other,none
amr,application/octet-stream,23 21 41 4D 52,0,FALSE,1,"Adaptive Multi-Rate ACELP (Algebraic Code Excited Linear Prediction) Codec, commonly audio format with GSM cell phones.",other,none
sil,application/octet-stream,23 21 53 49 4C 4B 0A,0,FALSE,1,Audio compression format developed by Skype,other,none
hdr,application/octet-stream,23 3F 52 41 44 49 41 4E 43 45 0A,0,FALSE,1,Radiance High Dynamic Range image file,other,none
hdr,application/octet-stream,6E 69 31 00,344,FALSE,2,Radiance High Dynamic Range image file,other,none
vbe,application/octet-stream,23 40 7E 5E,0,FALSE,1,VBScript Encoded script,other,none
cdb,application/octet-stream,0D F0 1D C0,0,FALSE,1,MikroTik WinBox Connection Database (Address Book),other,none
,application/octet-stream,23 45 58 54 4D 33 55,0,FALSE,1,Multimedia playlist,other,none
m,application/octet-stream,6D 64 66 00,0,FALSE,1,"M2 Archive, used by game developer M2",other,none
pak,application/octet-stream,4B 50 4B 41,0,FALSE,1,Capcom RE Engine game data archives,other,none
arc,application/octet-stream,41 52 43,0,FALSE,1,Capcom MT Framework game data archives,other,none
arc,application/octet-stream,41 72 43,0,FALSE,2,Capcom MT Framework game data archives,other,none
arc,application/octet-stream,1A 08,0,FALSE,3,Capcom MT Framework game data archives,other,none
cdx,application/octet-stream,41 72 43,0,FALSE,1,FreeArc file,other,none
pl,application/octet-stream,D0 4F 50 53,0,FALSE,1,Interleaf PrinterLeaf / WorldView document format (now Broadvision QuickSilver),other,none
nii,application/octet-stream,6E 2B 31 00,344,FALSE,1,"Single file NIfTI format, used extensively in biomedical imaging.",other,none
,application/octet-stream,52 41 46 36 34,0,FALSE,1,Report Builder file from Digital Metaphors,other,none
,application/octet-stream,56 49 53 33,0,FALSE,1,Resource file Visionaire 3.x Engine,other,none
hl7,application/octet-stream,4D 53 48 7C,0,FALSE,1,Health Level Seven (HL7) Standard for electronic data exchange,other,none
hl7,application/octet-stream,42 53 48 7C,0,FALSE,2,Health Level Seven (HL7) Standard for electronic data exchange,other,none
pwrdata,application/octet-stream,70 77 72 64 61 74 61,0,FALSE,1,SAP Power Monitor (version 1.1.0 and higher) data file,other,none
asc,application/octet-stream,2D 2D 2D 2D 2D 42 45 47 49 4E 20 50 47 50 20 50 55 42 4C 49 43 20 4B 45 49 20 42 4C 4F 43 4B 2D 2D 2D 2D 2D,0,FALSE,1,Armored PGP public key,other,none
cnt,application/octet-stream,3A 42 61 73 65 20,0,FALSE,1,Windows 3.x - Windows 95 Help Contents,other,none
vdr,application/octet-stream,52 49 46 46 ?? ?? ?? ?? 56 44 52 4D,0,TRUE,1,VirtualDub,other,none
trd,application/octet-stream,52 59 46 46 ?? ?? ?? ?? 54 52 49 44,0,TRUE,1,TrID,other,none
shw,application/octet-stream,52 49 46 46 ?? ?? ?? ?? 73 68 77 34,0,TRUE,1,Corel SHOW! 4.0,other,none
shw,application/octet-stream,52 49 46 46 ?? ?? ?? ?? 73 68 77 35,0,TRUE,2,Corel SHOW! 4.0,other,none
shr,application/octet-stream,52 49 46 46 ?? ?? ?? ?? 73 68 72 35,0,TRUE,1,Corel SHOW! 5.0 player,other,none
shb,application/octet-stream,52 49 46 46 ?? ?? ?? ?? 73 68 62 35,0,TRUE,1,Corel SHOW! 5.0 background,other,none
mmm,application/octet-stream,52 49 46 46 ?? ?? ?? ?? 52 4D 4D 50,0,TRUE,1,MacroMind Multimedia Movie or Microsoft Multimedia Movie,other,none
e57,application/octet-stream,41 53 54 4D 2D 45 35 37,0,FALSE,1,ASTM E57 3D file format,other,none
ucas,application/octet-stream,8C 0A 00,0,FALSE,1,Unreal Engine Compressed Asset Storage file,other,none
utoc,application/octet-stream,2D 3D 3D 2D 2D 3D 3D 2D 2D 3D 3D 2D 2D 3D 3D 2D,0,FALSE,1,Unreal Engine Table of Contents file,other,none
p00,application/octet-stream,43 36 34 46 69 6C 65 00,0,FALSE,1,Commodore 64 binary file (source: *.P00 format for Power64 emulator),other,none
p02,application/octet-stream,43 36 34 46 69 6C 65 00,0,FALSE,1,Commodore 64 binary file (source: *.P00 format for Power64 emulator),other,none
,application/octet-stream,44 55 43 4B,8,FALSE,1,DuckDB database file (source: Source code),other,none
journal,application/octet-stream,4C 50 4B 53 48 48 52 48,0,FALSE,1,journald log file,other,none
,application/octet-stream,E0 01 00 EA,0,FALSE,1,Ion (serialization format) binary encoding,other,none
,application/octet-stream,42 53 44 49 46 46 34 30,0,FALSE,1,bsdiff binary patch,other,none
hpapp,application/octet-stream,7C 61 8A B2,0,FALSE,1,HP Prime graphing calculator file,other,none
hpprgm,application/octet-stream,7C 61 8A B2,0,FALSE,1,HP Prime graphing calculator file,other,none
hpsettings,application/octet-stream,7C 61 8A B2,0,FALSE,1,HP Prime graphing calculator file,other,none
czx,application/octet-stream,43 5A 50 58,0,FALSE,1,Czip X encrypted archive (v4.x),other,none
pch,application/octet-stream,43 50 43 48,0,FALSE,1,Clang pre-compiled header,other,none
glb,application/octet-stream,67 6C 54 46,0,FALSE,1,Binary glTF file,other,none
heif,application/octet-stream,00 00 00 18 66 74 79 70 68 65 69 63 00 00 00 00,0,FALSE,1,Apple HEIF image file,other,none
